date,AMAT,AMD,AMZN,COST,CSCO,GOOGL,ISRG,META,NFLX,QQQ,TSLA,TXN
2026-04-10,0.0,0.0,0.0,0.0,0.396226595438638,0.0,0.0,0.0,0.0,0.603773404561362,0.0,0.0
2026-04-13,0.3867027514217487,0.0,0.0,0.0,0.0,0.013297016330376174,0.0,0.0,2.3224787518288344e-07,0.6,0.0,0.0
2026-04-14,0.3823000452294892,0.0,0.0,0.0,0.0,0.013623311091316356,0.0,0.0,2.3660167036664995e-07,0.6040764070775241,0.0,0.0
2026-04-15,0.37820734304246406,0.0,0.0,0.0,0.0,0.013695674587400222,0.0,0.0,2.3804845981924824e-07,0.6080967443216759,0.0,0.0
2026-04-16,0.3745111035397912,0.0,0.0,0.0,0.0,0.013668733351296373,0.0,0.0,2.3853497763271694e-07,0.6118199245739347,0.0,0.0
2026-04-17,0.37563959368093713,0.0,0.0,0.0,0.0,0.013693602958054552,0.0,0.0,2.121612576821878e-07,0.6106665911997505,0.0,0.0
2026-04-20,0.0,0.0,0.0,0.0,0.14851001681598033,0.251488017848818,0.0,0.0,1.9653352016976428e-06,0.6,0.0,0.0
2026-04-21,0.0,0.0,0.0,0.0,0.1522961700445062,0.24834399045331806,0.0,0.0,1.923968564333442e-06,0.5993579155336114,0.0,0.0
2026-04-22,0.0,0.0,0.0,0.0,0.15014600007747303,0.249739191853594,0.0,0.0,1.9082000536545933e-06,0.6001128998688794,0.0,0.0
2026-04-23,0.0,0.0,0.0,0.0,0.1489749769604232,0.2508575835785906,0.0,0.0,1.91053254075096e-06,0.6001655289284454,0.0,0.0
2026-04-24,0.0,0.0,0.0,0.0,0.14728572414464303,0.2508561754421076,0.0,0.0,1.8722594202930497e-06,0.6018562281538291,0.0,0.0
2026-04-27,0.0,0.08358193226625793,0.0,0.0,0.0,1.8140352071784346e-07,0.0,0.0,0.0,0.6,0.0,0.3164178863302214
2026-04-28,0.0,0.08188987664340615,0.0,0.0,0.0,1.8371680090677407e-07,0.0,0.0,0.0,0.6025033450464745,0.0,0.31560659459331836
2026-04-29,0.0,0.08437958083310747,0.0,0.0,0.0,1.8157991177081286e-07,0.0,0.0,0.0,0.5988620658486454,0.0,0.31675817173833537
2026-04-30,0.0,0.08665958136797945,0.0,0.0,0.0,1.95009659115036e-07,0.0,0.0,0.0,0.5903441254543378,0.0,0.3229960981680236
